OBJECTID_12;OBJECTID;FID_1;CODIGO_BARRIO;NOMBRE_BARRIO;NOMBRE_LOCALIDAD;CODIGO_LOCALIDAD;CODIGO_UPZ;NOMBRE_UPZ
731;16;185;2448;PERDOMO ALTO;CIUDAD BOLIVAR;19;69;ISMAEL PERDOMO
732;17;186;2414;ISMAEL PERDOMO;CIUDAD BOLIVAR;19;69;ISMAEL PERDOMO
733;18;199;2438;SIERRA MORENA;CIUDAD BOLIVAR;19;69;ISMAEL PERDOMO
734;33;387;2446;LOS TRES REYES;CIUDAD BOLIVAR;19;69;ISMAEL PERDOMO
735;39;462;2450;PERDOMO ALTO;CIUDAD BOLIVAR;19;69;ISMAEL PERDOMO
736;40;463;2433;EL PENON DEL CORTIJO;CIUDAD BOLIVAR;19;69;ISMAEL PERDOMO
737;41;485;2442;SANTA VIVIANA;CIUDAD BOLIVAR;19;69;ISMAEL PERDOMO
738;42;500;2416;EL ENSUENO;CIUDAD BOLIVAR;19;69;ISMAEL PERDOMO
739;44;520;2455;LA VALVANERA;CIUDAD BOLIVAR;19;69;ISMAEL PERDOMO
740;59;669;2440;SIERRA MORENA;CIUDAD BOLIVAR;19;69;ISMAEL PERDOMO
741;61;677;2426;SANTO DOMINGO;CIUDAD BOLIVAR;19;69;ISMAEL PERDOMO
742;69;719;2445;CARACOLI;CIUDAD BOLIVAR;19;69;ISMAEL PERDOMO
743;70;749;2449;ESPINO I;CIUDAD BOLIVAR;19;69;ISMAEL PERDOMO
744;72;787;2444;SIERRA MORENA II;CIUDAD BOLIVAR;19;69;ISMAEL PERDOMO
745;74;798;2451;SAN ANTONIO DEL MIRADOR;CIUDAD BOLIVAR;19;69;ISMAEL PERDOMO
746;76;813;2443;LA PRIMAVERA I;CIUDAD BOLIVAR;19;69;ISMAEL PERDOMO
747;91;914;2418;LA ESTANCIA;CIUDAD BOLIVAR;19;69;ISMAEL PERDOMO
748;96;958;2419;RINCON DE LA VALVANERA;CIUDAD BOLIVAR;19;69;ISMAEL PERDOMO
749;101;986;2423;ESPINO;CIUDAD BOLIVAR;19;69;ISMAEL PERDOMO
750;104;995;2447;EL MIRADOR DE LA ESTANCIA;CIUDAD BOLIVAR;19;69;ISMAEL PERDOMO
751;107;1004;2429;MARIA CANO;CIUDAD BOLIVAR;19;69;ISMAEL PERDOMO
752;116;1099;2441;LOS TRES REYES I;CIUDAD BOLIVAR;19;69;ISMAEL PERDOMO
753;1;1;2575;CERRO COLORADO;CIUDAD BOLIVAR;19;70;JERUSALEM
754;3;69;2437;LA PRADERA;CIUDAD BOLIVAR;19;70;JERUSALEM
755;6;123;2520;LAS MANAS;CIUDAD BOLIVAR;19;70;JERUSALEM
756;23;252;2412;VERONA;CIUDAD BOLIVAR;19;70;JERUSALEM
757;29;350;2434;JERUSALEN;CIUDAD BOLIVAR;19;70;JERUSALEM
758;43;507;2436;BELLAVISTA;CIUDAD BOLIVAR;19;70;JERUSALEM
759;49;544;2568;ARBORIZADORA ALTA;CIUDAD BOLIVAR;19;70;JERUSALEM
760;52;580;2573;ARBORIZADORA ALTA;CIUDAD BOLIVAR;19;70;JERUSALEM
761;64;686;2460;ARBORIZADORA ALTA I;CIUDAD BOLIVAR;19;70;JERUSALEM
762;68;713;2453;CIUDAD BOLIVAR;CIUDAD BOLIVAR;19;70;JERUSALEM
763;75;805;2461;ARBORIZADORA ALTA  II;CIUDAD BOLIVAR;19;70;JERUSALEM
764;105;997;2579;VILLA CANDELARIA;CIUDAD BOLIVAR;19;70;JERUSALEM
765;108;1008;2430;LAS BRISAS;CIUDAD BOLIVAR;19;70;JERUSALEM
766;113;1055;2569;ARBORIZADORA ALTA;CIUDAD BOLIVAR;19;70;JERUSALEM
767;118;1129;2431;POTOSI;CIUDAD BOLIVAR;19;70;JERUSALEM
768;126;48;9224;NUEVA TIBABUYES;SUBA;11;71;TIBABUYES
769;128;52;9250;TIBABUYES OCCIDENTAL;SUBA;11;71;TIBABUYES
770;135;88;9259;BERLIN;SUBA;11;71;TIBABUYES
771;147;231;9216;LA GAITANA;SUBA;11;71;TIBABUYES
772;150;255;9261;TUNA;SUBA;11;71;TIBABUYES
773;155;288;9254;LISBOA;SUBA;11;71;TIBABUYES
774;157;305;9236;LA CAROLINA DE SUBA;SUBA;11;71;TIBABUYES
775;164;388;9225;TIBABUYES UNIVERSAL;SUBA;11;71;TIBABUYES
776;174;499;9255;SANTA RITA DE SUBA;SUBA;11;71;TIBABUYES
777;177;518;9253;SAN PEDRO;SUBA;11;71;TIBABUYES
778;182;548;9251;SAN CARLOS DE SUBA;SUBA;11;71;TIBABUYES
779;184;553;9229;TOSCANA;SUBA;11;71;TIBABUYES
780;185;555;9256;SANTA CECILIA;SUBA;11;71;TIBABUYES
781;186;566;9262;LA GAITANA ORIENTAL;SUBA;11;71;TIBABUYES
782;193;611;9248;TIBABUYES II;SUBA;11;71;TIBABUYES
783;195;642;9232;SABANA DE TIBABUYES;SUBA;11;71;TIBABUYES
784;210;814;9234;SABANA DE TIBABUYES NORTE;SUBA;11;71;TIBABUYES
785;211;828;9252;BILBAO;SUBA;11;71;TIBABUYES
786;223;1001;207801;SANTA CECILIA DE SUBA I;SUBA;11;71;TIBABUYES
787;225;1025;9257;TIBABUYES;SUBA;11;71;TIBABUYES
788;737;26;8315;CHICO NORTE III SECTOR;CHAPINERO;2;97;CHICO LAGO
789;738;96;8307;CHICO NORTE;CHAPINERO;2;97;CHICO LAGO
790;740;135;8313;LAGO GAITAN;CHAPINERO;2;97;CHICO LAGO
791;741;145;8301;CHICO NORTE II SECTOR;CHAPINERO;2;97;CHICO LAGO
792;744;272;8306;PORCIUNCULA;CHAPINERO;2;97;CHICO LAGO
793;750;551;8314;ANTIGUO COUNTRY;CHAPINERO;2;97;CHICO LAGO
794;753;622;8312;ESPARTILLAL;CHAPINERO;2;97;CHICO LAGO
795;755;647;8308;EL CHICO;CHAPINERO;2;97;CHICO LAGO
796;783;1059;8201;QUINTA CAMACHO;CHAPINERO;2;97;CHICO LAGO
797;559;100;7405;ONCE DE NOVIEMBRE;BARRIOS UNIDOS;12;98;LOS ALCAZARES
798;560;147;7306;BAQUERO;BARRIOS UNIDOS;12;98;LOS ALCAZARES
799;562;196;7310;LA PAZ;BARRIOS UNIDOS;12;98;LOS ALCAZARES
800;565;220;7304;CONCEPCION NORTE;BARRIOS UNIDOS;12;98;LOS ALCAZARES
801;567;334;7407;LA AURORA;BARRIOS UNIDOS;12;98;LOS ALCAZARES
802;568;344;7307;MUEQUETA;BARRIOS UNIDOS;12;98;LOS ALCAZARES
803;569;358;7406;SANTA SOFIA;BARRIOS UNIDOS;12;98;LOS ALCAZARES
804;573;426;7402;JUAN XXIII;BARRIOS UNIDOS;12;98;LOS ALCAZARES
805;577;626;7404;ALCAZARES NORTE;BARRIOS UNIDOS;12;98;LOS ALCAZARES
806;579;662;7311;SIETE DE AGOSTO;BARRIOS UNIDOS;12;98;LOS ALCAZARES
807;580;663;7303;COLOMBIA;BARRIOS UNIDOS;12;98;LOS ALCAZARES
808;581;678;7305;LA ESPERANZA;BARRIOS UNIDOS;12;98;LOS ALCAZARES
809;582;692;7308;QUINTA MUTIS;BARRIOS UNIDOS;12;98;LOS ALCAZARES
810;583;702;7401;POLO CLUB;BARRIOS UNIDOS;12;98;LOS ALCAZARES
811;586;725;7301;LA MERCED NORTE;BARRIOS UNIDOS;12;98;LOS ALCAZARES
812;588;770;7309;BENJAMIN HERRERA;BARRIOS UNIDOS;12;98;LOS ALCAZARES
813;589;779;7312;RAFAEL URIBE;BARRIOS UNIDOS;12;98;LOS ALCAZARES
814;592;886;7302;ALCAZARES;BARRIOS UNIDOS;12;98;LOS ALCAZARES
815;593;1035;7403;SAN FELIPE;BARRIOS UNIDOS;12;98;LOS ALCAZARES
816;742;149;8214;CHAPINERO NORTE;CHAPINERO;2;99;CHAPINERO
817;746;404;8111;CATALUNA;CHAPINERO;2;99;CHAPINERO
818;756;665;8212;MARLY;CHAPINERO;2;99;CHAPINERO
819;758;700;8213;CHAPINERO CENTRAL;CHAPINERO;2;99;CHAPINERO
820;761;783;8112;SUCRE;CHAPINERO;2;99;CHAPINERO
821;654;189;5664;EL DORADO;ENGATIVA;10;72;BOLIVIA
822;655;235;5644;BOCHICA II;ENGATIVA;10;72;BOLIVIA
823;664;306;5640;BOLIVIA ORIENTAL;ENGATIVA;10;72;BOLIVIA
824;673;416;5634;EL CORTIJO;ENGATIVA;10;72;BOLIVIA
825;687;528;9268;SANTA CECILIA DE SUBA I;ENGATIVA;10;72;BOLIVIA
826;701;717;5650;CIUDADELA COLSUBSIDIO;ENGATIVA;10;72;BOLIVIA
827;715;831;5622;BOLIVIA;ENGATIVA;10;72;BOLIVIA
828;507;2;6106;EL LISTON;LOS MARTIRES;14;102;LA SABANA
829;508;43;6107;PALOQUEMAO;LOS MARTIRES;14;102;LA SABANA
830;510;165;4103;VOTO NACIONAL;LOS MARTIRES;14;102;LA SABANA
831;511;175;4101;RICAURTE;LOS MARTIRES;14;102;LA SABANA
832;512;217;6103;SANTA FE;LOS MARTIRES;14;102;LA SABANA
833;516;400;6109;COLSEGUROS;LOS MARTIRES;14;102;LA SABANA
834;517;405;6101;FLORIDA;LOS MARTIRES;14;102;LA SABANA
835;518;415;6110;USATAMA;LOS MARTIRES;14;102;LA SABANA
836;519;425;4102;LA SABANA;LOS MARTIRES;14;102;LA SABANA
837;520;538;6105;SAN VICTORINO;LOS MARTIRES;14;102;LA SABANA
838;521;639;4104;LA ESTANZUELA;LOS MARTIRES;14;102;LA SABANA
839;523;763;4110;LA PEPITA;LOS MARTIRES;14;102;LA SABANA
840;524;806;6104;LA FAVORITA;LOS MARTIRES;14;102;LA SABANA
841;526;1058;6108;SAMPER MENDOZA;LOS MARTIRES;14;102;LA SABANA
842;304;125;4560;SAUCEDAL;KENNEDY;8;80;CORABASTOS
843;307;190;4562;LLANO GRANDE;KENNEDY;8;80;CORABASTOS
844;332;429;6517;MARIA PAZ;KENNEDY;8;80;CORABASTOS
845;343;495;4547;CORABASTOS;KENNEDY;8;80;CORABASTOS
846;349;562;4619;CHUCUA DE LA VACA III;KENNEDY;8;80;CORABASTOS
847;381;1060;4621;CHUCUA DE LA VACA I;KENNEDY;8;80;CORABASTOS
848;385;1127;4578;VILLA NELLY III SECTOR;KENNEDY;8;80;CORABASTOS
849;386;1128;4620;CHUCUA DE LA VACA II;KENNEDY;8;80;CORABASTOS
850;311;219;4576;CASA BLANCA SUR;KENNEDY;8;81;GRAN BRITALIA
851;335;464;4535;CLASS;KENNEDY;8;81;GRAN BRITALIA
852;355;612;4559;EL CARMELO;KENNEDY;8;81;GRAN BRITALIA
853;359;679;4568;JORGE URIBE BOTERO;KENNEDY;8;81;GRAN BRITALIA
854;379;1048;4557;GRAN BRITALIA;KENNEDY;8;81;GRAN BRITALIA
855;388;1166;4556;GRAN BRITALIA I;KENNEDY;8;81;GRAN BRITALIA
856;293;24;4541;EL PARAISO BOSA;KENNEDY;8;82;PATIO BONITO
857;294;32;4555;PATIO BONITO II;KENNEDY;8;82;PATIO BONITO
858;303;121;4564;TAIRONA;KENNEDY;8;82;PATIO BONITO
859;326;366;4558;CAMPO HERMOSO;KENNEDY;8;82;PATIO BONITO
860;334;453;4607;CIUDAD DE CALI;KENNEDY;8;82;PATIO BONITO
861;338;470;4609;LOS ALMENDROS;KENNEDY;8;82;PATIO BONITO
862;339;471;4612;DINDALITO;KENNEDY;8;82;PATIO BONITO
863;340;472;4626;LAS ACACIAS;KENNEDY;8;82;PATIO BONITO
864;342;474;4614;DINDALITO;KENNEDY;8;82;PATIO BONITO
865;344;513;4603;EL PARAISO;KENNEDY;8;82;PATIO BONITO
866;345;514;4613;PROVIVIENDA OCCIDENTAL;KENNEDY;8;82;PATIO BONITO
867;347;560;4617;TINTALITO;KENNEDY;8;82;PATIO BONITO
868;348;561;4611;EL JAZMIN;KENNEDY;8;82;PATIO BONITO
869;350;565;4618;DINTALITO;KENNEDY;8;82;PATIO BONITO
870;364;786;4554;PATIO BONITO;KENNEDY;8;82;PATIO BONITO
871;371;911;205209;EL JAZMIN;KENNEDY;8;82;PATIO BONITO
872;373;928;205225;LAS ACACIAS RURAL;KENNEDY;8;82;PATIO BONITO
873;376;987;4566;PATIO BONITO III;KENNEDY;8;82;PATIO BONITO
874;653;167;5621;FLORIDA BLANCA;ENGATIVA;10;30;BOYACA REAL
875;683;490;5620;FLORENCIA;ENGATIVA;10;30;BOYACA REAL
876;684;519;5610;LA GRANJA;ENGATIVA;10;30;BOYACA REAL
877;696;694;5603;BOYACA;ENGATIVA;10;30;BOYACA REAL
878;703;734;5609;TABORA;ENGATIVA;10;30;BOYACA REAL
879;707;766;5615;LA SOLEDAD NORTE;ENGATIVA;10;30;BOYACA REAL
880;720;973;5602;SANTA MARIA;ENGATIVA;10;30;BOYACA REAL
881;722;982;5625;LOS ALAMOS;ENGATIVA;10;30;BOYACA REAL
882;724;1032;5619;PARIS;ENGATIVA;10;30;BOYACA REAL
883;726;1085;5608;SANTA HELENITA;ENGATIVA;10;30;BOYACA REAL
884;1053;34;4579;ESCOCIA;BOSA;7;84;BOSA OCCIDENTAL
885;1057;119;4567;VILLAS DEL PROGRESO;BOSA;7;84;BOSA OCCIDENTAL
886;1058;130;4594;SAN ANTONIO;BOSA;7;84;BOSA OCCIDENTAL
887;1062;168;4625;EL REMANSO I;BOSA;7;84;BOSA OCCIDENTAL
888;1064;204;4628;BETANIA;BOSA;7;84;BOSA OCCIDENTAL
889;1068;261;4641;LA INDEPENDENCIA;BOSA;7;84;BOSA OCCIDENTAL
890;1072;315;4622;BRASIL;BOSA;7;84;BOSA OCCIDENTAL
891;1078;376;4519;ESCOCIA;BOSA;7;84;BOSA OCCIDENTAL
892;1079;378;4592;SAN MARTIN;BOSA;7;84;BOSA OCCIDENTAL
893;1084;482;4623;SAN BERNARDINO POTRERITOS;BOSA;7;84;BOSA OCCIDENTAL
894;1085;515;4604;BRASILIA;BOSA;7;84;BOSA OCCIDENTAL
895;1090;559;4605;CHICALA;BOSA;7;84;BOSA OCCIDENTAL
896;1092;564;4593;LA LIBERTAD;BOSA;7;84;BOSA OCCIDENTAL
897;1094;652;4520;LA PAZ BOSA;BOSA;7;84;BOSA OCCIDENTAL
898;1099;793;4580;BOSA NOVA EL PORVENIR;BOSA;7;84;BOSA OCCIDENTAL
899;1100;799;4595;CHICO SUR;BOSA;7;84;BOSA OCCIDENTAL
900;1103;819;4526;BOSA NOVA;BOSA;7;84;BOSA OCCIDENTAL
901;1106;947;4589;SAN PEDRO;BOSA;7;84;BOSA OCCIDENTAL
902;1107;956;4587;LOS SAUCES;BOSA;7;84;BOSA OCCIDENTAL
903;1108;966;4591;EL PORTAL DEL BRASIL;BOSA;7;84;BOSA OCCIDENTAL
904;1112;1005;4588;EL DANUBIO AZUL;BOSA;7;84;BOSA OCCIDENTAL
905;1052;0;4550;JOSE MARIA CARBONEL;BOSA;7;85;BOSA CENTRAL
906;1056;86;4569;JOSE ANTONIO GALAN;BOSA;7;85;BOSA CENTRAL
907;1060;138;4524;SAN PABLO BOSA;BOSA;7;85;BOSA CENTRAL
908;1063;173;4583;ARGELIA II;BOSA;7;85;BOSA CENTRAL
909;1066;218;4552;GUALOCHE;BOSA;7;85;BOSA CENTRAL
910;1067;256;4575;LOS LAURELES;BOSA;7;85;BOSA CENTRAL
911;1071;314;4553;ANDALUCIA II;BOSA;7;85;BOSA CENTRAL
912;1073;324;4539;GRAN COLOMBIANO;BOSA;7;85;BOSA CENTRAL
913;1074;328;4570;ANTONIA SANTOS;BOSA;7;85;BOSA CENTRAL
914;1076;364;4574;CHARLES DE GAULLE;BOSA;7;85;BOSA CENTRAL
915;1077;374;4521;LA ESTACION BOSA;BOSA;7;85;BOSA CENTRAL
916;1080;423;4528;PASO ANCHO;BOSA;7;85;BOSA CENTRAL
917;1081;443;4597;SAN BERNARDINO I;BOSA;7;85;BOSA CENTRAL
918;1086;527;4527;NUEVA GRANADA BOSA;BOSA;7;85;BOSA CENTRAL
919;1087;530;4513;SAN DIEGO-BOSA;BOSA;7;85;BOSA CENTRAL
920;1093;583;4533;EL RETAZO;BOSA;7;85;BOSA CENTRAL
921;1096;720;4523;JIMENEZ DE QUESADA;BOSA;7;85;BOSA CENTRAL
922;1097;748;4642;ISLANDIA;BOSA;7;85;BOSA CENTRAL
923;1098;771;4586;JIMENEZ DE QUESADA II SECTOR;BOSA;7;85;BOSA CENTRAL
924;1110;980;4598;VILLA ANNY I;BOSA;7;85;BOSA CENTRAL
925;1111;983;4599;VILLA ANNY II;BOSA;7;85;BOSA CENTRAL
926;1115;1046;4561;EL JARDIN;BOSA;7;85;BOSA CENTRAL
927;1116;1049;4522;BOSA;BOSA;7;85;BOSA CENTRAL
928;1054;71;4630;PARCELA EL PORVENIR;BOSA;7;86;EL PORVENIR
929;1055;79;4635;SAN BERNARDINO II;BOSA;7;86;EL PORVENIR
930;1059;131;4633;SANTA FE BOSA;BOSA;7;86;EL PORVENIR
931;1061;155;4634;CANAVERALEJO;BOSA;7;86;EL PORVENIR
932;1070;298;4631;EL CORZO;BOSA;7;86;EL PORVENIR
933;1091;563;4632;LA CABANA;BOSA;7;86;EL PORVENIR
934;1095;680;4616;OSORIO X URBANO;BOSA;7;86;EL PORVENIR
935;1101;804;4637;LAS MARGARITAS;BOSA;7;86;EL PORVENIR
936;1102;818;4643;EL CORZO I;BOSA;7;86;EL PORVENIR
937;1104;889;105223;OSORIO XXIII;BOSA;7;86;EL PORVENIR
938;1118;1080;105314;EL CORZO RURAL;BOSA;7;86;EL PORVENIR
939;1119;1094;205308;CANAVERALEJO RURAL;BOSA;7;86;EL PORVENIR
940;1120;1124;105210;OSORIO X;BOSA;7;86;EL PORVENIR
941;534;540;8105;LA MACARENA;SANTA FE;3;92;LA MACARENA
942;542;761;8104;LA PERSEVERANCIA;SANTA FE;3;92;LA MACARENA
943;550;994;8106;BOSQUE IZQUIERDO;SANTA FE;3;92;LA MACARENA
944;554;1074;201408;LA PERSEVERANCIA I;SANTA FE;3;92;LA MACARENA
945;970;161;8533;HORIZONTES NORTE;USAQUEN;1;9;VERBENAL
946;978;411;8522;EL ROCIO NORTE;USAQUEN;1;9;VERBENAL
947;994;629;8521;TIBABITA;USAQUEN;1;9;VERBENAL
948;995;689;8523;SAN ANTONIO NORTE;USAQUEN;1;9;VERBENAL
949;997;709;8547;LA ESTRELLITA III;USAQUEN;1;9;VERBENAL
950;1004;808;8535;BUENAVISTA;USAQUEN;1;9;VERBENAL
951;1005;811;8542;TIBABITA I;USAQUEN;1;9;VERBENAL
952;1006;812;8537;VERBENAL SAN ANTONIO;USAQUEN;1;9;VERBENAL
953;1018;965;8527;EL CEREZO;USAQUEN;1;9;VERBENAL
954;1022;970;8526;EL VERVENAL;USAQUEN;1;9;VERBENAL
955;1028;1096;8540;LA ESTRELLITA I;USAQUEN;1;9;VERBENAL
956;528;44;8108;SAMPER;SANTA FE;3;91;SAGRADO CORAZON
957;533;407;8102;PARQUE NACIONAL;SANTA FE;3;91;SAGRADO CORAZON
958;537;608;8101;SAGRADO CORAZON;SANTA FE;3;91;SAGRADO CORAZON
959;543;762;8109;SAN MARTIN;SANTA FE;3;91;SAGRADO CORAZON
960;549;988;8107;SAN DIEGO;SANTA FE;3;91;SAGRADO CORAZON
961;551;1056;8103;LA MERCED;SANTA FE;3;91;SAGRADO CORAZON
962;532;278;3108;LA CAPUCHINA;SANTA FE;3;93;LAS NIEVES
963;535;541;3107;SANTA INES;SANTA FE;3;93;LAS NIEVES
964;536;598;3109;VERACRUZ;SANTA FE;3;93;LAS NIEVES
965;538;653;3101;LA ALAMEDA;SANTA FE;3;93;LAS NIEVES
966;539;655;3102;LAS NIEVES;SANTA FE;3;93;LAS NIEVES
967;531;215;3201;SAN BERNARDINO;SANTA FE;3;95;LAS CRUCES
968;546;883;3202;LAS CRUCES;SANTA FE;3;95;LAS CRUCES
969;527;41;3209;EL DORADO;SANTA FE;3;96;LOURDES
970;529;146;3215;SAN FRANCISCO RURAL;SANTA FE;3;96;LOURDES
971;530;214;3211;GIRARDOT;SANTA FE;3;96;LOURDES
972;540;672;3212;LOURDES;SANTA FE;3;96;LOURDES
973;541;705;3210;RAMIREZ;SANTA FE;3;96;LOURDES
974;547;900;3208;EL ROCIO;SANTA FE;3;96;LOURDES
975;548;901;3205;EL GUAVIO;SANTA FE;3;96;LOURDES
976;552;1067;3206;LA PENA;SANTA FE;3;96;LOURDES
977;553;1068;3207;LOS LACHES;SANTA FE;3;96;LOURDES
978;4;108;2545;EL SATELITE;CIUDAD BOLIVAR;19;66;SAN FRANCISCO
979;5;114;2544;LOS LAURELES II;CIUDAD BOLIVAR;19;66;SAN FRANCISCO
980;26;322;2557;JUAN JOSE RONDON;CIUDAD BOLIVAR;19;66;SAN FRANCISCO
981;27;330;2518;RONDA;CIUDAD BOLIVAR;19;66;SAN FRANCISCO
982;37;445;2513;LAS ACACIAS;CIUDAD BOLIVAR;19;66;SAN FRANCISCO
983;45;529;2515;SAN FRANCISCO;CIUDAD BOLIVAR;19;66;SAN FRANCISCO
984;57;659;2531;CANDELARIA LA NUEVA;CIUDAD BOLIVAR;19;66;SAN FRANCISCO
985;67;706;2502;MILLAN;CIUDAD BOLIVAR;19;66;SAN FRANCISCO
986;10;144;2560;BELLAVISTA LUCERO ALTO;CIUDAD BOLIVAR;19;67;LUCERO
987;19;200;2565;PARAISO QUIBA;CIUDAD BOLIVAR;19;67;LUCERO
988;20;226;2504;COMPARTIR;CIUDAD BOLIVAR;19;67;LUCERO
989;21;228;2540;ESTRELLA DEL SUR;CIUDAD BOLIVAR;19;67;LUCERO
990;24;282;2561;CORDILLERA DEL SUR;CIUDAD BOLIVAR;19;67;LUCERO
991;25;308;2552;JUAN PABLO II;CIUDAD BOLIVAR;19;67;LUCERO
992;34;406;2559;LOS ALPES SUR;CIUDAD BOLIVAR;19;67;LUCERO
993;35;409;2554;GIBRALTAR SUR;CIUDAD BOLIVAR;19;67;LUCERO
994;36;439;2558;VILLAS EL DIAMANTE;CIUDAD BOLIVAR;19;67;LUCERO
995;47;537;2580;BELLA FLOR;CIUDAD BOLIVAR;19;67;LUCERO
996;53;600;2570;EL MIRADOR;CIUDAD BOLIVAR;19;67;LUCERO
997;54;645;2553;SUMAPAZ;CIUDAD BOLIVAR;19;67;LUCERO
998;55;646;2539;SAN RAFAEL;CIUDAD BOLIVAR;19;67;LUCERO
999;56;651;2546;NACIONES UNIDAS;CIUDAD BOLIVAR;19;67;LUCERO
1000;58;660;2516;MEXICO;CIUDAD BOLIVAR;19;67;LUCERO
1001;62;681;2582;BELLA FLOR SUR;CIUDAD BOLIVAR;19;67;LUCERO
1002;65;687;2523;LA ALAMEDA;CIUDAD BOLIVAR;19;67;LUCERO
1003;66;688;2517;LUCERO DEL SUR;CIUDAD BOLIVAR;19;67;LUCERO
1004;71;773;2549;VILLA GLORIA;CIUDAD BOLIVAR;19;67;LUCERO
1005;73;788;2532;QUINTAS DEL SUR;CIUDAD BOLIVAR;19;67;LUCERO
1006;77;820;2514;MEISSEN;CIUDAD BOLIVAR;19;67;LUCERO
1007;79;823;2521;LUCERO ALTO;CIUDAD BOLIVAR;19;67;LUCERO
1008;80;824;2587;BRISAS DEL VOLADOR;CIUDAD BOLIVAR;19;67;LUCERO
1009;83;849;2581;LA TORRE;CIUDAD BOLIVAR;19;67;LUCERO
1010;2;13;2533;SOTAVENTO;CIUDAD BOLIVAR;19;68;EL TESORO
1011;7;124;2456;QUIBA I;CIUDAD BOLIVAR;19;68;EL TESORO
1012;22;236;2585;EL MOCHUELO URBANO;CIUDAD BOLIVAR;19;68;EL TESORO
1013;28;343;2534;CASA DE TEJA;CIUDAD BOLIVAR;19;68;EL TESORO
1014;30;356;2547;EL TESORO;CIUDAD BOLIVAR;19;68;EL TESORO
1015;46;536;2564;EL MINUTO DE MARIA;CIUDAD BOLIVAR;19;68;EL TESORO
1016;51;573;2574;CEDRITOS DEL SUR;CIUDAD BOLIVAR;19;68;EL TESORO
1017;60;673;2530;QUIBA;CIUDAD BOLIVAR;19;68;EL TESORO
1018;97;959;2584;EL MOCHUELO;CIUDAD BOLIVAR;19;68;EL TESORO
1019;99;971;2583;QUIBA URBANO;CIUDAD BOLIVAR;19;68;EL TESORO
1020;117;1100;2578;ARABIA;CIUDAD BOLIVAR;19;68;EL TESORO
1021;647;50;5616;LOS CEREZOS;ENGATIVA;10;29;MINUTO DE DIOS
1022;650;87;5601;EL MINUTO DE DIOS;ENGATIVA;10;29;MINUTO DE DIOS
1023;652;159;5630;CIUDAD BACHUE;ENGATIVA;10;29;MINUTO DE DIOS
1024;657;251;5632;BOCHICA;ENGATIVA;10;29;MINUTO DE DIOS
1025;658;258;5631;CIUDAD BACHUE I ETAPA;ENGATIVA;10;29;MINUTO DE DIOS
1026;670;390;5639;QUIRIGUA ORIENTAL;ENGATIVA;10;29;MINUTO DE DIOS
1027;671;392;5612;PARIS GAITAN;ENGATIVA;10;29;MINUTO DE DIOS
1028;675;421;5661;LUIS CARLOS GALAN;ENGATIVA;10;29;MINUTO DE DIOS
1029;678;441;5683;QUIRIGUA I;ENGATIVA;10;29;MINUTO DE DIOS
1030;682;489;5682;CIUDAD BACHUE II;ENGATIVA;10;29;MINUTO DE DIOS
1031;695;671;5684;QUIRIGUA II;ENGATIVA;10;29;MINUTO DE DIOS
1032;711;815;5613;LA SERENA;ENGATIVA;10;29;MINUTO DE DIOS
1033;718;957;5611;AUTOPISTA MEDELLIN;ENGATIVA;10;29;MINUTO DE DIOS
1034;725;1044;5617;PRIMAVERA;ENGATIVA;10;29;MINUTO DE DIOS
1035;739;115;8211;JUAN XXIII;CHAPINERO;2;90;PARDO RUBIO
1036;743;187;8220;SIBERIA CENTRAL;CHAPINERO;2;90;PARDO RUBIO
1037;749;486;8204;GRANADA;CHAPINERO;2;90;PARDO RUBIO
1038;751;557;8221;SIBERIA URBANO;CHAPINERO;2;90;PARDO RUBIO
1039;759;752;8110;EL PARAISO;CHAPINERO;2;90;PARDO RUBIO
1040;760;775;8208;PARDO RUBIO;CHAPINERO;2;90;PARDO RUBIO
1041;762;803;8215;INGEMAR;CHAPINERO;2;90;PARDO RUBIO
1042;770;930;8203;LAS ACACIAS;CHAPINERO;2;90;PARDO RUBIO
1043;775;954;201109;INGEMAR I;CHAPINERO;2;90;PARDO RUBIO
1044;784;1070;201508;PARDO RUBIO  I;CHAPINERO;2;90;PARDO RUBIO
1045;787;1152;201110;INGEMAR ORIENTAL I;CHAPINERO;2;90;PARDO RUBIO
1046;789;1157;8205;MARIA CRISTINA;CHAPINERO;2;90;PARDO RUBIO
1047;790;1159;8207;BOSQUE CALDERON;CHAPINERO;2;90;PARDO RUBIO
1048;791;1161;8206;LA SALLE;CHAPINERO;2;90;PARDO RUBIO
1049;81;839;104127;EL MOCHUELO IV;CIUDAD BOLIVAR;19;;
1050;82;846;104128;EL MOCHUELO III;CIUDAD BOLIVAR;19;;
1051;84;852;104119;CIUDAD BOLIVAR RURAL I;CIUDAD BOLIVAR;19;;
1052;85;864;104131;MOCHUELO ALTO RURAL;CIUDAD BOLIVAR;19;;
1053;87;874;104104;PASQUILLA;CIUDAD BOLIVAR;19;;
1054;88;878;104114;QUIBA ALTO;CIUDAD BOLIVAR;19;;
1055;90;902;104112;SANTA ROSA;CIUDAD BOLIVAR;19;;
1056;92;917;104107;BELLA FLOR SUR RURAL;CIUDAD BOLIVAR;19;;
1057;93;927;204304;LAGUNITAS;CIUDAD BOLIVAR;19;;
1058;94;937;104110;QUIBA BAJO;CIUDAD BOLIVAR;19;;
