OBJECTID_12;OBJECTID;FID_1;CODIGO_BARRIO;NOMBRE_BARRIO;NOMBRE_LOCALIDAD;CODIGO_LOCALIDAD;CODIGO_UPZ;NOMBRE_UPZ
1059;95;938;204131;MOCHUELO ALTO URBANO;CIUDAD BOLIVAR;19;;
1060;98;964;204129;EL MOCHUELO II NORTE;CIUDAD BOLIVAR;19;;
1061;100;979;104118;CIUDAD BOLIVAR RURAL III;CIUDAD BOLIVAR;19;;
1062;102;990;204127;ARABIA I;CIUDAD BOLIVAR;19;;
1063;109;1019;104129;EL MOCHUELO II;CIUDAD BOLIVAR;19;;
1064;110;1039;204104;PASQUILLA URBANA;CIUDAD BOLIVAR;19;;
1065;111;1042;204106;NUEVA ESPERANZA;CIUDAD BOLIVAR;19;;
1066;112;1043;204107;EL MIRADOR II;CIUDAD BOLIVAR;19;;
1067;114;1089;104113;SANTA BARBARA;CIUDAD BOLIVAR;19;;
1068;115;1092;104108;LAS MERCEDES;CIUDAD BOLIVAR;19;;
1069;119;1136;104102;PASQUILLITA;CIUDAD BOLIVAR;19;;
1070;120;1150;204128;QUIBA RURAL;CIUDAD BOLIVAR;19;;
1071;131;62;9140;NUESTRA SENORA DEL ROSARIO;SUBA;11;;
1072;137;112;9141;LA CANDELARIA;SUBA;11;;
1073;141;181;9142;CONEJERA;SUBA;11;;
1074;167;412;9243;LAS MERCEDES I;SUBA;11;;
1075;196;650;9139;CASABLANCA SUBA URBANO II;SUBA;11;;
1076;214;838;107111;CASABLANCA SUBA II;SUBA;11;;
1077;215;847;9136;CASABLANCA SUBA URBANO;SUBA;11;;
1078;218;908;107109;BARAJAS NORTE;SUBA;11;;
1079;220;935;107106;TUNA RURAL;SUBA;11;;
1080;228;1036;107107;LAS MERCEDES SUBA RURAL;SUBA;11;;
1081;231;1062;107112;LA LOMITA;SUBA;11;;
1082;232;1063;107101;GUAYMARAL;SUBA;11;;
1083;456;854;102808;LA REGADERA;USME;5;;
1084;457;855;102113;LAS MARGARITAS;USME;5;;
1085;458;856;102112;EL HATO;USME;5;;
1086;459;859;102707;OLARTE;USME;5;;
1087;464;876;102910;ARRAYAN;USME;5;;
1088;465;877;102114;LOS ANDES;USME;5;;
1089;467;890;102312;CIUDAD LONDRES RURAL;USME;5;;
1090;469;906;102911;CURUBITAL;USME;5;;
1091;472;919;102115;LA UNION;USME;5;;
1092;479;951;102310;EL BOSQUE SUR ORIENTAL RURAL I;USME;5;;
1093;484;1010;102111;LOS ARRAYANES;USME;5;;
1094;485;1020;102502;EL UVAL RURAL;USME;5;;
1095;490;1088;102309;EL BOSQUE SUR ORIENTAL RURAL II;USME;5;;
1096;491;1091;102118;LAS VIOLETAS RURAL;USME;5;;
1097;497;1120;102909;SAN BENITO;USME;5;;
1098;498;1121;102116;CHISACA;USME;5;;
1099;499;1122;101307;TIHUAQUE RURAL;USME;5;;
1100;502;1133;101308;CHIGUAZA RURAL;USME;5;;
1101;503;1135;102110;EL PORVENIR DE LOS SOCHES;USME;5;;
1102;504;1141;201309;TIBAQUE II;USME;5;;
1103;544;837;101405;PARQUE NACIONAL ORIENTAL;SANTA FE;3;;
1104;545;851;101201;HOYA TEUSACA;SANTA FE;3;;
1105;555;1144;201404;LA PEÑA RURAL;SANTA FE;3;;
1106;763;841;101103;INGEMAR ORIENTAL RURAL;CHAPINERO;2;;
1107;764;842;108109;PARAMO I;CHAPINERO;2;;
1108;765;843;101101;EL BAGAZAL;CHAPINERO;2;;
1109;766;860;101502;SIBERIA;CHAPINERO;2;;
1110;767;861;201105;EL REFUGIO I;CHAPINERO;2;;
1111;769;924;201108;EL REFUGIO II;CHAPINERO;2;;
1112;771;940;208101;PARAMO IV;CHAPINERO;2;;
1113;774;953;208104;PARAMO URBANO;CHAPINERO;2;;
1114;778;1003;208107;LA ESPERANZA;CHAPINERO;2;;
1115;782;1038;208108;SAN ISIDRO RURAL;CHAPINERO;2;;
1116;785;1142;201502;SIBERIA RURAL;CHAPINERO;2;;
1117;786;1145;201503;SIBERIA  II;CHAPINERO;2;;
1118;841;845;103101;SANTA ROSA ALTA;SUMAPAZ;20;;
1119;842;850;103102;TAQUECITOS;SUMAPAZ;20;;
1120;843;873;103106;NAZARETH;SUMAPAZ;20;;
1121;844;891;103201;BETANIA;SUMAPAZ;20;;
1122;845;892;103109;LAS SOPAS;SUMAPAZ;20;;
1123;846;895;103202;EL ISTMO;SUMAPAZ;20;;
1124;847;896;103204;LAGUNA VERDE;SUMAPAZ;20;;
1125;848;897;103103;SANTA ROSA BAJA;SUMAPAZ;20;;
1126;849;905;109106;LA UNION;SUMAPAZ;20;;
1127;850;920;109105;SANTO DOMINGO;SUMAPAZ;20;;
1128;851;931;109109;TUNAL ALTO;SUMAPAZ;20;;
1129;852;934;103104;LAS ANIMAS;SUMAPAZ;20;;
1130;853;936;109112;CAPITOLIO;SUMAPAZ;20;;
1131;854;974;103107;LAS PALMAS;SUMAPAZ;20;;
1132;855;978;103105;LAS AURAS;SUMAPAZ;20;;
1133;856;1011;109104;SAN JUAN;SUMAPAZ;20;;
1134;857;1017;103203;EL TABACO;SUMAPAZ;20;;
1135;858;1022;103108;LOS RIOS;SUMAPAZ;20;;
1136;859;1037;209104;SAN JUAN URBANO;SUMAPAZ;20;;
1137;860;1065;109113;LAGUNITAS;SUMAPAZ;20;;
1138;861;1076;109107;CHORRERAS;SUMAPAZ;20;;
1139;862;1077;109103;LAS VEGAS;SUMAPAZ;20;;
1140;863;1078;109101;EL TOLDO;SUMAPAZ;20;;
1141;864;1079;109102;SAN ANTONIO;SUMAPAZ;20;;
1142;865;1081;109111;SAN JOSE;SUMAPAZ;20;;
1143;866;1082;109116;NUEVA GRANADA;SUMAPAZ;20;;
1144;867;1083;109110;CONCEPCION;SUMAPAZ;20;;
1145;868;1117;103205;RAIZAL;SUMAPAZ;20;;
1146;869;1119;109114;TUNAL BAJO;SUMAPAZ;20;;
1147;870;1131;103206;PENALISA;SUMAPAZ;20;;
1148;871;1151;209106;LA UNION URBANO;SUMAPAZ;20;;
1149;872;1155;203106;NAZARETH URBANO;SUMAPAZ;20;;
1150;922;556;1118;LOS LAURELES SUR ORIENTAL I;SAN CRISTOBAL;4;;
1151;937;858;101301;HOYA SAN CRISTOBAL;SAN CRISTOBAL;4;;
1152;939;872;101306;TIBAQUE;SAN CRISTOBAL;4;;
1153;943;926;201306;TIBAQUE I;SAN CRISTOBAL;4;;
1154;947;976;101309;LA ARBOLEDA RURAL;SAN CRISTOBAL;4;;
1155;948;985;1119;AGUAS CLARAS I;SAN CRISTOBAL;4;;
1156;949;1012;201302;EL TRIANGULO;SAN CRISTOBAL;4;;
1157;950;1021;101302;MOLINO RURAL;SAN CRISTOBAL;4;;
1158;954;1153;201304;AGUAS CLARAS;SAN CRISTOBAL;4;;
1159;1008;844;108104;PARAMO;USAQUEN;1;;
1160;1009;853;108114;PARAMO III RURAL;USAQUEN;1;;
1161;1010;867;208103;BARRANCAS ORIENTAL;USAQUEN;1;;
1162;1011;904;108113;BOSQUE DE PINOS III RURAL;USAQUEN;1;;
1163;1013;923;108112;PARAMO II RURAL;USAQUEN;1;;
1164;1014;929;108110;TORCA RURAL II;USAQUEN;1;;
1165;1017;950;108101;TORCA RURAL I;USAQUEN;1;;
1166;1019;967;8545;MIRADOR DEL NORTE;USAQUEN;1;;
1167;1031;1130;108111;TIBABITA RURAL I;USAQUEN;1;;
1168;1033;1149;208203;LA ESTRELLITA;USAQUEN;1;;
1169;1169;1018;108108;PARAMO II;;;;
